Pos,Name,Value
1,Lesotho,63.2
2,South Africa,63.1
3,Botswana,63.0
4,Sierra Leone,62.9
5,Central African Republic,61.3
6,Namibia,59.7
7,Haiti,59.2
8,Honduras,57.7
9,Zambia,57.5
10,Guatemala,55.1
11,Hong Kong,53.7
12,Colombia,53.5
13,Paraguay,53.2
14,Chile,52.1
15,Panama,51.9
16,Brazil,51.9
17,Papua New Guinea,50.9
18,Swaziland,50.4
19,Costa Rica,50.3
20,"Gambia, The",50.2
21,Zimbabwe,50.1
22,Sri Lanka,49.0
23,Ecuador,48.5
24,Mexico,48.3
25,Madagascar,47.5
26,China,47.3
27,El Salvador,46.9
28,Rwanda,46.8
29,Bolivia,46.6
30,Singapore,46.3
31,Malaysia,46.2
32,Georgia,46.0
33,South Sudan,46.0
34,Argentina,45.8
35,Dominican Republic,45.7
36,Mozambique,45.6
37,Jamaica,45.5
38,Bulgaria,45.3
39,Peru,45.3
40,Uruguay,45.3
41,United States,45.0
42,Philippines,44.8
43,Cameroon,44.6
44,Guyana,44.6
45,Iran,44.5
46,Uganda,44.3
47,Nigeria,43.7
48,Kenya,42.5
49,Burundi,42.4
50,Russia,42.0
51,Cote d'Ivoire,41.5
52,Senegal,41.3
53,Djibouti,40.9
54,Morocco,40.9
55,Turkmenistan,40.8
56,Nicaragua,40.5
57,Turkey,40.2
58,Mali,40.1
59,Tunisia,40.0
60,Jordan,39.7
61,Burkina Faso,39.5
62,Ghana,39.4
63,Guinea,39.4
64,Thailand,39.4
65,Macedonia,39.2
66,Mauritania,39.0
67,Venezuela,39.0
68,Malawi,39.0
69,Mauritius,39.0
70,Bhutan,38.7
71,Serbia,38.0
72,Cambodia,37.9
73,Yemen,37.7
74,Israel,37.6
75,Japan,37.6
76,Tanzania,37.6
77,Vietnam,37.6
78,Maldives,37.4
79,India,36.8
80,Uzbekistan,36.8
81,Indonesia,36.8
82,Laos,36.7
83,Mongolia,36.5
84,Benin,36.5
85,New Zealand,36.2
86,Bosnia and Herzegovina,36.2
87,Lithuania,35.5
88,Algeria,35.3
89,Latvia,35.2
90,Macau,35.0
91,Albania,34.5
92,Greece,34.4
93,Taiwan,34.2
94,Portugal,34.2
95,Poland,34.1
96,Spain,34.0
97,Niger,34.0
98,Ireland,33.9
99,Azerbaijan,33.7
100,Kyrgyzstan,33.4
101,Moldova,33.0
102,Ethiopia,33.0
103,Nepal,32.8
104,Tajikistan,32.6
105,Cyprus,32.4
106,United Kingdom,32.3
107,Bangladesh,32.1
108,Canada,32.1
109,Croatia,32.0
110,Italy,31.9
111,Timor-Leste,31.9
112,Estonia,31.3
113,"Korea, South",31.1
114,France,30.9
115,Armenia,30.9
116,Egypt,30.8
117,European Union,30.6
118,Luxembourg,30.4
119,Australia,30.3
120,Kosovo,30.0
121,Pakistan,29.6
122,Kazakhstan,28.9
123,Switzerland,28.7
124,Ukraine,28.2
125,Iceland,28.0
126,Malta,27.9
127,Romania,27.4
128,Belarus,27.2
129,Germany,27.0
130,Finland,26.8
131,Austria,26.3
132,Slovakia,26.0
133,Belgium,25.9
134,Netherlands,25.1
135,Norway,25.0
136,Czech Republic,24.9
137,Denmark,24.8
138,Hungary,24.7
139,Montenegro,24.3
140,Slovenia,23.7
141,Sweden,23.0
