Pos,Name,Value
1,Germany,$257700000000
2,China,$204300000000
3,Saudi Arabia,$108700000000
4,Netherlands,$79200000000
5,"Korea, South",$79000000000
6,Switzerland,$76200000000
7,Kuwait,$66050000000
8,Singapore,$62580000000
9,Taiwan,$59810000000
10,Norway,$58000000000
11,United Arab Emirates,$53900000000
12,Russia,$51970000000
13,Qatar,$39000000000
14,Sweden,$32500000000
15,Japan,$31100000000
16,Iran,$28880000000
17,Italy,$27700000000
18,Denmark,$23000000000
19,Iraq,$21120000000
20,Macau,$20770000000
21,Malaysia,$18900000000
22,Nigeria,$18240000000
23,Ireland,$16900000000
24,Spain,$12800000000
25,Israel,$11490000000
26,Azerbaijan,$11190000000
27,Vietnam,$10540000000
28,Thailand,$10170000000
29,Philippines,$8668000000
30,Oman,$7978000000
31,Kazakhstan,$7120000000
32,Brunei,$6124000000
33,Venezuela,$5266000000
34,Austria,$4500000000
35,Angola,$4300000000
36,Luxembourg,$2700000000
37,Slovenia,$2664000000
38,Timor-Leste,$2592000000
39,Bahrain,$2546000000
40,Hungary,$2225000000
41,Greece,$1717000000
42,Trinidad and Tobago,$1689000000
43,Portugal,$1400000000
44,Botswana,$1348000000
45,Uzbekistan,$1311000000
46,Bangladesh,$1261000000
47,Bolivia,$1133000000
48,Paraguay,$1099000000
49,Papua New Guinea,$913600000
50,Nepal,$912200000
51,Croatia,$624500000
52,Slovakia,$613900000
53,Ecuador,$613400000
54,Czech Republic,$522000000
55,British Virgin Islands,$362600000
56,Turkmenistan,$208800000
57,Iceland,$200000000
58,"Congo, Republic of the",$170700000
59,Swaziland,$47500000
60,Malta,$28000000
61,Cook Islands,$26670000
62,Solomon Islands,"-$1,200,000"
63,Zambia,"-$1,700,000"
64,Tuvalu,"-$7,700,000"
65,Palau,"-$20,800,000"
66,"Micronesia, Federated States of","-$34,300,000"
67,Kiribati,"-$35,010,000"
68,Guinea-Bissau,"-$39,400,000"
69,Comoros,"-$48,400,000"
70,Anguilla,"-$51,800,000"
71,Cote d'Ivoire,"-$55,100,000"
72,Vanuatu,"-$66,100,000"
73,Sao Tome and Principe,"-$70,100,000"
74,Belize,"-$73,600,000"
75,Samoa,"-$76,110,000"
76,Dominica,"-$77,400,000"
77,Tonga,"-$91,000,000"
78,Mali,"-$93,000,000"
79,Estonia,"-$118,400,000"
80,Djibouti,"-$122,400,000"
81,Suriname,"-$140,800,000"
82,Saint Kitts and Nevis,"-$144,500,000"
83,Central African Republic,"-$144,700,000"
84,Cabo Verde,"-$162,000,000"
85,"Gambia, The","-$163,200,000"
86,Antigua and Barbuda,"-$163,700,000"
87,Saint Lucia,"-$175,400,000"
88,Eritrea,"-$193,500,000"
89,Saint Vincent and the Grenadines,"-$200,700,000"
90,Hong Kong,"-$205,400,000"
91,Fiji,"-$214,000,000"
92,Grenada,"-$214,400,000"
93,Gabon,"-$215,200,000"
94,Cyprus,"-$229,000,000"
95,Maldives,"-$232,400,000"
96,Tajikistan,"-$259,100,000"
97,Latvia,"-$286,400,000"
98,Bulgaria,"-$309,300,000"
99,Bhutan,"-$328,100,000"
100,Macedonia,"-$332,800,000"
101,Seychelles,"-$338,500,000"
102,Barbados,"-$402,700,000"
103,Lesotho,"-$449,100,000"
104,Moldova,"-$462,800,000"
105,Burundi,"-$554,000,000"
106,Guyana,"-$586,000,000"
107,Togo,"-$595,300,000"
108,Rwanda,"-$663,100,000"
109,Afghanistan,"-$743,900,000"
110,Lithuania,"-$802,000,000"
111,Laos,"-$811,800,000"
112,Sierra Leone,"-$892,300,000"
113,Namibia,"-$902,900,000"
114,Kosovo,"-$919,700,000"
115,Cuba,"-$945,100,000"
116,Jamaica,"-$953,100,000"
117,Benin,"-$956,400,000"
118,Liberia,"-$992,800,000"
119,Chad,"-$997,000,000"
120,Malawi,"-$1,014,000,000"
121,Armenia,"-$1,038,000,000"
122,Zimbabwe,"-$1,045,000,000"
123,Burkina Faso,"-$1,050,000,000"
124,Guinea,"-$1,050,000,000"
125,Mauritius,"-$1,108,000,000"
126,Mongolia,"-$1,223,000,000"
127,Cameroon,"-$1,253,000,000"
128,Haiti,"-$1,282,000,000"
129,Georgia,"-$1,312,000,000"
130,Niger,"-$1,372,000,000"
131,Bosnia and Herzegovina,"-$1,376,000,000"
132,Nicaragua,"-$1,378,000,000"
133,Finland,"-$1,400,000,000"
134,Senegal,"-$1,474,000,000"
135,El Salvador,"-$1,484,000,000"
136,"Bahamas, The","-$1,490,000,000"
137,Equatorial Guinea,"-$1,509,000,000"
138,Guatemala,"-$1,527,000,000"
139,Mauritania,"-$1,588,000,000"
140,Albania,"-$1,611,000,000"
141,Madagascar,"-$1,625,000,000"
142,Honduras,"-$1,703,000,000"
143,Kyrgyzstan,"-$1,728,000,000"
144,Cambodia,"-$1,791,000,000"
145,Dominican Republic,"-$1,852,000,000"
146,Montenegro,"-$1,938,000,000"
147,Sri Lanka,"-$2,067,000,000"
148,Algeria,"-$2,117,000,000"
149,Serbia,"-$2,153,000,000"
150,Uganda,"-$2,224,000,000"
151,"Congo, Democratic Republic of the","-$2,297,000,000"
152,Yemen,"-$2,450,000,000"
153,Costa Rica,"-$2,569,000,000"
154,West Bank,"-$2,894,000,000"
155,Pakistan,"-$2,971,000,000"
156,Belarus,"-$3,042,000,000"
157,Uruguay,"-$3,067,000,000"
158,Jordan,"-$3,192,000,000"
159,Ethiopia,"-$3,534,000,000"
160,Burma,"-$3,738,000,000"
161,Chile,"-$3,805,000,000"
162,Ghana,"-$4,009,000,000"
163,Lebanon,"-$4,204,000,000"
164,Panama,"-$4,288,000,000"
165,Romania,"-$4,310,000,000"
166,Tunisia,"-$4,396,000,000"
167,Argentina,"-$4,570,000,000"
168,Syria,"-$4,575,000,000"
169,Kenya,"-$5,010,000,000"
170,Tanzania,"-$5,190,000,000"
171,Sudan,"-$5,762,000,000"
172,Poland,"-$6,008,000,000"
173,Ukraine,"-$6,062,000,000"
174,Mozambique,"-$6,322,000,000"
175,Egypt,"-$7,463,000,000"
176,Morocco,"-$7,597,000,000"
177,Libya,"-$7,973,000,000"
178,New Zealand,"-$8,667,000,000"
179,Belgium,"-$10,000,000,000"
180,Peru,"-$10,630,000,000"
181,Colombia,"-$16,080,000,000"
182,South Africa,"-$17,560,000,000"
183,Mexico,"-$21,920,000,000"
184,Indonesia,"-$25,490,000,000"
185,France,"-$33,900,000,000"
186,European Union,"-$34,490,000,000"
187,Australia,"-$37,000,000,000"
188,India,"-$42,990,000,000"
189,Turkey,"-$47,460,000,000"
190,Canada,"-$50,800,000,000"
191,Brazil,"-$80,920,000,000"
192,United Kingdom,"-$117,900,000,000"
193,United States,"-$385,800,000,000"
